64.8455 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002BD0C382C40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002BD0C382BE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002BD0C382A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002BD6A3933A0>, multiSample=False, name='window1', numSamples=2, pos=(1920, 33), screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, title='PsychoPy', units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
64.8456 	EXP 	window1: mouseVisible = True
64.8456 	EXP 	window1: backgroundImage = ''
64.8456 	EXP 	window1: backgroundFit = 'none'
64.8470 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
64.8470 	EXP 	window1: recordFrameIntervals = False
65.0120 	EXP 	window1: recordFrameIntervals = True
65.1956 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
65.1956 	EXP 	window1: recordFrameIntervals = False
65.1957 	EXP 	window1: mouseVisible = False
68.7252 	EXP 	emotionRecognition: status = STARTED
68.7609 	EXP 	window1: mouseVisible = True
69.1835 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='instructions', opacity=1.0, ori=0.0, pos=array([  0., 420.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=1120.0)
69.1836 	EXP 	window1: mouseVisible = True
69.1859 	EXP 	Created option1Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='option1Text', opacity=1.0, ori=0.0, pos=array([-560., -300.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
69.1860 	EXP 	window1: mouseVisible = True
69.2026 	EXP 	Created option1Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='option1Image', opacity=1.0, ori=0.0, pos=array([-560.,    0.]), size=array([336., 336.]), texRes=128.0, units='pix', win=Window(...))
69.2027 	EXP 	window1: mouseVisible = True
69.2037 	EXP 	Created option2Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='option2Text', opacity=1.0, ori=0.0, pos=array([   0., -300.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
69.2038 	EXP 	window1: mouseVisible = True
69.2184 	EXP 	Created option2Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='option2Image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([336., 336.]), texRes=128.0, units='pix', win=Window(...))
69.2185 	EXP 	window1: mouseVisible = True
69.2196 	EXP 	Created option3Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='option3Text', opacity=1.0, ori=0.0, pos=array([ 560., -300.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
69.2196 	EXP 	window1: mouseVisible = True
69.2350 	EXP 	Created option3Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='option3Image', opacity=1.0, ori=0.0, pos=array([560.,   0.]), size=array([336., 336.]), texRes=128.0, units='pix', win=Window(...))
69.2351 	EXP 	window1: mouseVisible = True
69.2351 	EXP 	window1: mouseVisible = True
69.2352 	EXP 	window1: mouseVisible = True
74.2949 	EXP 	window1: mouseVisible = True
74.3101 	EXP 	Created text_click_to_continue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=60.0, italic=False, languageStyle='LTR', name='text_click_to_continue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Click anywhere to continue', units='pix', win=Window(...), wrapWidth=1500.0)
74.3102 	EXP 	window1: mouseVisible = True
74.3103 	EXP 	window1: mouseVisible = True
74.3198 	EXP 	Created Three = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=180.0, italic=False, languageStyle='LTR', name='Three', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='3', units='pix', win=Window(...), wrapWidth=500)
74.3199 	EXP 	window1: mouseVisible = True
74.3244 	EXP 	Created Two = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=180.0, italic=False, languageStyle='LTR', name='Two', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='2', units='pix', win=Window(...), wrapWidth=500)
74.3245 	EXP 	window1: mouseVisible = True
74.3294 	EXP 	Created One = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=180.0, italic=False, languageStyle='LTR', name='One', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='1', units='pix', win=Window(...), wrapWidth=500)
74.3295 	EXP 	window1: mouseVisible = True
74.3298 	EXP 	window1: mouseVisible = True
74.3398 	EXP 	window1: mouseVisible = True
74.3403 	EXP 	window1: mouseVisible = True
74.3472 	EXP 	window1: mouseVisible = True
74.3474 	EXP 	window1: mouseVisible = True
74.3478 	EXP 	window1: mouseVisible = True
74.3483 	EXP 	window1: mouseVisible = True
74.3804 	EXP 	window1: mouseVisible = True
74.3806 	EXP 	window1: mouseVisible = True
74.3811 	EXP 	window1: mouseVisible = True
74.3815 	EXP 	window1: mouseVisible = True
74.3945 	EXP 	window1: mouseVisible = True
74.3947 	EXP 	window1: mouseVisible = True
74.3951 	EXP 	window1: mouseVisible = True
74.3955 	EXP 	window1: mouseVisible = True
74.4036 	EXP 	window1: mouseVisible = True
74.4037 	EXP 	window1: mouseVisible = True
74.4041 	EXP 	window1: mouseVisible = True
74.4046 	EXP 	window1: mouseVisible = True
74.4080 	EXP 	window1: mouseVisible = True
74.4081 	EXP 	window1: mouseVisible = True
74.4086 	EXP 	window1: mouseVisible = True
74.4090 	EXP 	window1: mouseVisible = True
74.4170 	EXP 	window1: mouseVisible = True
74.4171 	EXP 	window1: mouseVisible = True
74.4176 	EXP 	window1: mouseVisible = True
74.4182 	EXP 	window1: mouseVisible = True
74.4213 	EXP 	window1: mouseVisible = True
74.4214 	EXP 	window1: mouseVisible = True
74.4219 	EXP 	window1: mouseVisible = True
74.4226 	EXP 	window1: mouseVisible = True
74.4296 	EXP 	window1: mouseVisible = True
74.4297 	EXP 	window1: mouseVisible = True
74.4303 	EXP 	window1: mouseVisible = True
74.4309 	EXP 	window1: mouseVisible = True
74.4343 	EXP 	window1: mouseVisible = True
74.4344 	EXP 	window1: mouseVisible = True
74.4349 	EXP 	window1: mouseVisible = True
74.4355 	EXP 	window1: mouseVisible = True
74.4392 	EXP 	window1: mouseVisible = True
74.4394 	EXP 	window1: mouseVisible = True
74.4400 	EXP 	window1: mouseVisible = True
74.4405 	EXP 	window1: mouseVisible = True
74.4438 	EXP 	window1: mouseVisible = True
74.4460 	EXP 	window1: mouseVisible = True
