30.1202 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F2060B3340>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F2060B32E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F2060B3130>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F2685E0700>, multiSample=False, name='window1', numSamples=2, pos=(1920, 33), screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, title='PsychoPy', units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
30.1203 	EXP 	window1: mouseVisible = True
30.1203 	EXP 	window1: backgroundImage = ''
30.1203 	EXP 	window1: backgroundFit = 'none'
30.1218 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.1218 	EXP 	window1: recordFrameIntervals = False
30.2867 	EXP 	window1: recordFrameIntervals = True
30.4703 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
30.4704 	EXP 	window1: recordFrameIntervals = False
30.4704 	EXP 	window1: mouseVisible = False
33.3851 	EXP 	emotionRecognition: status = STARTED
38.4910 	EXP 	window1: mouseVisible = True
38.6766 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='instructions', opacity=1.0, ori=0.0, pos=array([  0., 420.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=1120.0)
38.6768 	EXP 	window1: mouseVisible = True
38.6791 	EXP 	Created option1Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='option1Text', opacity=1.0, ori=0.0, pos=array([-560., -300.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
38.6792 	EXP 	window1: mouseVisible = True
38.6967 	EXP 	Created option1Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='option1Image', opacity=1.0, ori=0.0, pos=array([-560.,    0.]), size=array([336., 336.]), texRes=128.0, units='pix', win=Window(...))
38.6969 	EXP 	window1: mouseVisible = True
38.6980 	EXP 	Created option2Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='option2Text', opacity=1.0, ori=0.0, pos=array([   0., -300.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
38.6981 	EXP 	window1: mouseVisible = True
38.7130 	EXP 	Created option2Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='option2Image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([336., 336.]), texRes=128.0, units='pix', win=Window(...))
38.7132 	EXP 	window1: mouseVisible = True
38.7142 	EXP 	Created option3Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=40.0, italic=False, languageStyle='LTR', name='option3Text', opacity=1.0, ori=0.0, pos=array([ 560., -300.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
38.7143 	EXP 	window1: mouseVisible = True
38.7292 	EXP 	Created option3Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='option3Image', opacity=1.0, ori=0.0, pos=array([560.,   0.]), size=array([336., 336.]), texRes=128.0, units='pix', win=Window(...))
38.7292 	EXP 	window1: mouseVisible = True
38.7293 	EXP 	window1: mouseVisible = True
38.7294 	EXP 	window1: mouseVisible = True
40.7330 	EXP 	window1: mouseVisible = True
40.7486 	EXP 	Created text_click_to_continue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=60.0, italic=False, languageStyle='LTR', name='text_click_to_continue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Click anywhere to continue', units='pix', win=Window(...), wrapWidth=1500.0)
40.7486 	EXP 	window1: mouseVisible = True
40.7487 	EXP 	window1: mouseVisible = True
40.7571 	EXP 	Created Three = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=180.0, italic=False, languageStyle='LTR', name='Three', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='3', units='pix', win=Window(...), wrapWidth=500)
40.7572 	EXP 	window1: mouseVisible = True
40.7612 	EXP 	Created Two = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=180.0, italic=False, languageStyle='LTR', name='Two', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='2', units='pix', win=Window(...), wrapWidth=500)
40.7613 	EXP 	window1: mouseVisible = True
40.7652 	EXP 	Created One = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=180.0, italic=False, languageStyle='LTR', name='One', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='1', units='pix', win=Window(...), wrapWidth=500)
40.7652 	EXP 	window1: mouseVisible = True
40.7655 	EXP 	window1: mouseVisible = True
40.7715 	EXP 	window1: mouseVisible = True
40.7718 	EXP 	window1: mouseVisible = True
40.7749 	EXP 	window1: mouseVisible = True
40.7750 	EXP 	window1: mouseVisible = True
40.7755 	EXP 	window1: mouseVisible = True
40.7760 	EXP 	window1: mouseVisible = True
40.8096 	EXP 	window1: mouseVisible = True
40.8098 	EXP 	window1: mouseVisible = True
40.8103 	EXP 	window1: mouseVisible = True
40.8107 	EXP 	window1: mouseVisible = True
40.8344 	EXP 	window1: mouseVisible = True
40.8346 	EXP 	window1: mouseVisible = True
40.8353 	EXP 	window1: mouseVisible = True
40.8360 	EXP 	window1: mouseVisible = True
40.8568 	EXP 	window1: mouseVisible = True
40.8570 	EXP 	window1: mouseVisible = True
40.8575 	EXP 	window1: mouseVisible = True
40.8580 	EXP 	window1: mouseVisible = True
40.8612 	EXP 	window1: mouseVisible = True
40.8614 	EXP 	window1: mouseVisible = True
40.8618 	EXP 	window1: mouseVisible = True
40.8623 	EXP 	window1: mouseVisible = True
40.8702 	EXP 	window1: mouseVisible = True
40.8703 	EXP 	window1: mouseVisible = True
40.8707 	EXP 	window1: mouseVisible = True
40.8711 	EXP 	window1: mouseVisible = True
40.8742 	EXP 	window1: mouseVisible = True
40.8743 	EXP 	window1: mouseVisible = True
40.8747 	EXP 	window1: mouseVisible = True
40.8751 	EXP 	window1: mouseVisible = True
40.8814 	EXP 	window1: mouseVisible = True
40.8815 	EXP 	window1: mouseVisible = True
40.8820 	EXP 	window1: mouseVisible = True
40.8824 	EXP 	window1: mouseVisible = True
40.8856 	EXP 	window1: mouseVisible = True
40.8857 	EXP 	window1: mouseVisible = True
40.8861 	EXP 	window1: mouseVisible = True
40.8865 	EXP 	window1: mouseVisible = True
40.8904 	EXP 	window1: mouseVisible = True
40.8905 	EXP 	window1: mouseVisible = True
40.8909 	EXP 	window1: mouseVisible = True
40.8913 	EXP 	window1: mouseVisible = True
40.8949 	EXP 	window1: mouseVisible = True
40.8966 	EXP 	window1: mouseVisible = True
