30.6479 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246E3E14BE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246E3E14B80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246E3E149D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000246C54D0AF0>, multiSample=False, name='window1', numSamples=2, pos=(1920, 33), screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, title='PsychoPy', units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
30.6480 	EXP 	window1: mouseVisible = True
30.6480 	EXP 	window1: backgroundImage = ''
30.6480 	EXP 	window1: backgroundFit = 'none'
30.6495 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.6495 	EXP 	window1: recordFrameIntervals = False
30.8144 	EXP 	window1: recordFrameIntervals = True
30.9980 	EXP 	Screen (0) actual frame rate measured at 59.96Hz
30.9980 	EXP 	window1: recordFrameIntervals = False
30.9980 	EXP 	window1: mouseVisible = False
34.0676 	EXP 	emotionRecognition: status = STARTED
34.1026 	EXP 	window1: mouseVisible = True
